Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.40    6574/6574        std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [32]
                0.00    0.00    6613/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00    6529/53063       std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [450]
-----------------------------------------------
                0.00    0.40    5728/5728        std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, std::shared_ptr<Organism>&>(ExpManager*&&, std::shared_ptr<Organism>&) [31]
[34]     1.0    0.00    0.40    5728         std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [34]
                0.00    0.40    6362/6362        std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [33]
                0.00    0.00    5985/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00    5805/53063       std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [450]
-----------------------------------------------
                0.00    0.00    1024/77914072     ExpManager::save(int) [328]
                0.00    0.00    2025/77914072     ExpManager::run_evolution(int) [52]
                0.00    0.00    3888/77914072     ExpManager::ExpManager(int, int, int, double, int, double, int, int) [7]
                0.00    0.00    9009/77914072     Stats::compute_best() [322]
                0.00    0.00   17329/77914072     Organism::Organism(ExpManager*, std::shared_ptr<Organism>) [43]
                0.00    0.00  144468/77914072     ExpManager::compute_RNA(int) [101]
                0.00    0.00  181707/77914072     ExpManager::translate_protein(int, double) [106]
                0.00    0.00  259882/77914072     ExpManager::do_mutation(int) [27]
                0.00    0.00  871135/77914072     ExpManager::compute_protein(int) [121]
                0.01    0.00  990698/77914072     ExpManager::selection(int) [46]
                0.03    0.00 5769270/77914072     ExpManager::compute_phenotype(int) [57]
                0.03    0.00 5984662/77914072     _GLOBAL__sub_I__ZN10ExpManagerC2Eiiididii [8]
                0.04    0.00 7819862/77914072     ExpManager::start_protein(int) [50]
                0.05    0.00 9225216/77914072     Stats::compute_average() [83]
                0.06    0.00 10866872/77914072     ExpManager::opt_prom_compute_RNA(int) [10]
                0.09    0.00 16620744/77914072     ExpManager::start_stop_RNA(int) [9]
                0.10    0.00 19146281/77914072     ExpManager::compute_fitness(int, double) [41]
[35]     1.0    0.40    0.00 77914072         std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::operator->() const [35]
-----------------------------------------------
                0.00    0.40    6711/6711        std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [32]
[36]     1.0    0.00    0.40    6711         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [36]
                0.00    0.40    5973/5973        std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>, ExpManager*&&, std::shared_ptr<Organism>&) [37]
                0.00    0.00    9618/39861       std::allocator<Organism>::~allocator() [214]
                0.00    0.00   10124/20531       std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [485]
                0.00    0.00   10015/10831       std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [557]
                0.00    0.00   10007/18586       std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [492]
                0.00    0.00    6834/7650        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&) [643]
                0.00    0.00    6655/16222       std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocator<Organism>(std::allocator<Organism> const&) [510]
                0.00    0.00    5793/1803039     operator new(unsigned long, void*) [345]
                0.00    0.00    5768/53063       std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [450]
                0.00    0.00    5752/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00    5705/21768       std::allocator<Organism>::allocator(std::allocator<Organism> const&) [483]
                0.00    0.00    5602/6418        std::remove_reference<std::allocator<Organism> const&>::type&& std::move<std::allocator<Organism> const&>(std::allocator<Organism> const&) [711]
                0.00    0.00    5485/6301        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::get() [717]
-----------------------------------------------
                0.00    0.40    5973/5973        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [36]
[37]     1.0    0.00    0.40    5973         std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>, ExpManager*&&, std::shared_ptr<Organism>&) [37]
                0.00    0.39    7571/7571        void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>&, Organism*, ExpManager*&&, std::shared_ptr<Organism>&) [39]
                0.00    0.01    6731/7547        std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<Organism>) [223]
                0.00    0.00    7589/39861       std::allocator<Organism>::~allocator() [214]
                0.00    0.00    7678/53063       std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [450]
                0.00    0.00    7631/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00    7624/25391       std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [474]
                0.00    0.00    6633/21768       std::allocator<Organism>::allocator(std::allocator<Organism> const&) [483]
                0.00    0.00    6220/7036        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_Sp_counted_base() [675]
-----------------------------------------------
                0.00    0.39    7600/7600        void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>&, Organism*, ExpManager*&&, std::shared_ptr<Organism>&) [39]
[38]     1.0    0.00    0.39    7600         void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(Organism*, ExpManager*&&, std::shared_ptr<Organism>&) [38]
                0.03    0.33    7629/7629        Organism::Organism(ExpManager*, std::shared_ptr<Organism>) [43]
                0.00    0.02    7762/15004       std::shared_ptr<Organism>::shared_ptr(std::shared_ptr<Organism> const&) [129]
                0.00    0.01    8061/122928      std::shared_ptr<Organism>::~shared_ptr() [88]
                0.00    0.00    7813/53063       std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [450]
                0.00    0.00    7616/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00    7543/1803039     operator new(unsigned long, void*) [345]
-----------------------------------------------
                0.00    0.39    7571/7571        std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>, ExpManager*&&, std::shared_ptr<Organism>&) [37]
[39]     1.0    0.00    0.39    7571         void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>&, Organism*, ExpManager*&&, std::shared_ptr<Organism>&) [39]
                0.00    0.39    7600/7600        void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(Organism*, ExpManager*&&, std::shared_ptr<Organism>&) [38]
                0.00    0.00    7596/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00    7560/53063       std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [450]
-----------------------------------------------
                0.00    0.00     495/1168059     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::equal_range(int const&) [305]
                0.10    0.28 1167564/1168059     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::lower_bound(int const&) [30]
[40]     1.0    0.10    0.28 1168059         std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, Promoter*> >*, std::_Rb_tree_node_base*, int const&) [40]
                0.03    0.09 4788435/5486461     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_S_key(std::_Rb_tree_node<std::pair<int const, Promoter*> > const*) [61]
                0.09    0.00 1001924/2914517     std::_Rb_tree_iterator<std::pair<int const, Promoter*> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [49]
                0.03    0.00 4652473/11995564     std::less<int>::operator()(int const&, int const&) const [87]
                0.02    0.00 3177050/3252815     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_S_right(std::_Rb_tree_node_base*) [150]
                0.02    0.00 1444746/1519967     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_S_left(std::_Rb_tree_node_base*) [155]
